2014-10-1,71.38143503316113
2014-10-2,45.87474950936583
2014-10-3,42.601675214539895
2014-10-6,59.89427881805093
2014-10-7,54.0650017771059
2014-10-8,52.43047221988563
2014-10-9,47.02164107880232
2014-10-10,97.20160771943486
2014-10-14,46.895373318658606
2014-10-15,65.12104313101327
2014-10-16,44.542424657521124
2014-10-17,43.69220021210336
2014-10-20,56.85698691630841
2014-10-21,53.13284019289846
2014-10-22,58.018112054711345
2014-10-23,46.22477005996013
2014-10-24,66.83929776186449
2014-10-27,54.688349167621745
2014-10-28,62.92495109690752
2014-10-29,52.89942605367833
2014-10-30,42.41390748909182
2014-10-31,44.01521323112604
2014-11-4,54.537993982995836
2014-11-5,57.84490847452889
2014-11-6,45.03978276349642
2014-11-7,97.73636507920929
2014-11-10,55.13916464336671
2014-11-11,55.77996154723326
2014-11-12,55.68538192063763
2014-11-13,41.1406618309689
2014-11-14,42.76074288779117
2014-11-17,66.48119546973507
2014-11-18,54.73659231084648
2014-11-19,56.98947008927593
2014-11-20,44.965240900571544
2014-11-21,89.15565527144938
2014-11-25,60.26130780090955
2014-11-26,54.89156155752019
2014-11-27,41.758476757324196
2014-11-28,41.20102229778945
